675,Ingles,K3,"Tuesday June 2nd, 2020","Ropa, Clima, Pronombre personal (ella es), vídeo ¿quién es el?, ¿quién es ella?",https://www.youtube.com/watch?v=JfMEmpi-NdM,2020-06-02 12:33:03.487847,https://www.youtube.com/watch?v=JfMEmpi-NdM
676,Ingles,K1,"Tuesday June 2nd, 2020 ","Observar, izquierda, derecha, lagarto, canción de las letras del alfabeto sonidos e imágenes.",https://www.youtube.com/watch?v=HVe0scpoe6A,2020-06-02 12:58:07.169641,https://www.youtube.com/watch?v=HVe0scpoe6A
678,Grado,4to,2 de junio de 2020,Conozca y realice una autobiografia,Autobiografia,2020-06-02 14:14:47.153065,Autobiografia
679,Grado,4to,2 de junio de 2020,Uso de las fracciones mixtas,Fracciones mixtas,2020-06-02 14:15:53.978896,Fracciones mixtas
677,Grado,K3,ACTIVIDADES SEMANA DEL 1 AL 5 DE JUNIO,"",https://drive.google.com/file/d/1N5VnRiCRvab9-3CJ5wzuOjl0rQZ6fDIJ/view?usp=sharing,2020-06-02 14:13:40.544142,https://drive.google.com/file/d/1FWJJyD26YbmpEFUO89jvadgfAFV2LXaG/view?usp=sharing
680,Grado,5to,Multiplicación  con números decimales,"Multiplicar   decimales  y números enteros  así como por  10, 100 , 1000.",https://youtu.be/x-DRM50nScY,2020-06-02 14:54:04.209247,https://youtu.be/x-DRM50nScY
681,Grado,5to,Multiplicación  con números decimales,"Multiplicar   decimales  y números enteros  así como por  10, 100 , 1000.",https://youtu.be/x-DRM50nScY,2020-06-02 14:55:02.815389,https://youtu.be/x-DRM50nScY
683,Grado,1ro,"3/06/2020 '"La mitad'"","Buen día
° Observar el vídeo 
° En tu cuaderno de matemáticas dibuja una torta, sandia,pastel, naranja, limón y dibuja la mitad.
° Escribir fecha, titulo, la letra debe ir adentro del cuadro utilizar azul o rojo para  mayúsculas!!",https://www.youtube.com/watch?v=-qD_j-BTgns,2020-06-02 21:21:11.007867,https://www.youtube.com/watch?v=-qD_j-BTgns
684,Grado,K2,actividades del 3 al 5 de junio,"no hay vídeos esta semana para que ustedes avancen en la realización de su vídeo fecha limite de entrega el viernes 5 junio de 9 a 2 pm

",https://drive.google.com/file/d/1oPjhgodP1tuqLu19WhLrwRBJqnO4yt64/view?usp=sharing,2020-06-02 23:24:35.043195,https://drive.google.com/file/d/1oPjhgodP1tuqLu19WhLrwRBJqnO4yt64/view?usp=sharing
686,Grado,K3,VÍDEO 3 DE JUNIO LETRA Qq,"",https://drive.google.com/file/d/1nuhXyfRUPJpex6VmnLCAYQDDTUksOiyq/view?usp=sharing,2020-06-03 00:56:36.535374,""
687,Grado,K1,Video clase KI 3 de junio,Abstracción o quitar elementos y la letra Y como conector,https://youtu.be/bK54r-W57Dw ,2020-06-03 08:21:30.683164,https://youtu.be/bK54r-W57Dw 
688,Grado,5to,CLASE VIRTUAL 3,"Exposición de  proyectos: Diversidad  Cultural y  lingüística, Observación del cielo... ",https://us04web.zoom.us/j/76781309389?pwd=dnUzR2JUdUd5emNCYmVwZXliUGN0dz09,2020-06-03 10:20:03.589589,https://us04web.zoom.us/j/76781309389?pwd=dnUzR2JUdUd5emNCYmVwZXliUGN0dz09
685,Grado,K3,VÍDEO 3 D JUNIO DERECHA -IZQUIERDA,"",https://youtu.be/PDR4WWhEDkc,2020-06-03 00:56:03.163659,""
689,Grado,5to,RECORDATORIO  DE  PROYECTO,"•	La diversidad   cultural  y lingüística  de México
•	La   observación del  cielo   y el conocimiento del universo
•	La  Migración y los derechos  sociales
•	Diversidad  cultural  y no  discriminación
Estos  son  los temas de  proyecto que se  solicito en  las  actividades   del  25 al 28  de mayo, el  cual  contará  para   la evaluación  del  4to bloque. ","",2020-06-03 10:40:38.303757,""
690,Grado,5to,Fracciones  y  cocientes,"Problemas  de reparto cuyo  resultado es  una  fracción,  producto de una  división.",https://youtu.be/GabaDkdkDcc,2020-06-03 11:35:50.524639,https://youtu.be/GabaDkdkDcc
691,Grado,K1,Apoyo pedagógico KI 3 de junio,apoyo pedagógico de las actividades del día,https://youtu.be/xryj7ApSrow ,2020-06-03 11:43:10.082956,https://youtu.be/xryj7ApSrow 
694,Grado,5to,TEMAS  PARA PROYECTO ,DESCRIBE  LOS TEMAS  Y LAS  FECHAS  DE EXPOSICIÓN DE   PROYECTOS   PARA  EL  LUNES   15  DE  JUNIO  Y  MIÉRCOLES   16 DE JUNIO.,https://drive.google.com/file/d/1Fcyv7B9voYvY2tQuNy7Msazb_NvRl4m7/view?usp=sharing,2020-06-03 14:19:01.787354,""
695,Ingles,K2,"Wednesday June 3rd, 2020 ZOOM CLASS KINDER ","",https://www.youtube.com/watch?v=HkvsyleRXCM,2020-06-03 15:03:38.268109,https://www.youtube.com/watch?v=HkvsyleRXCM
696,Ingles,K1,"ZOOM CLASS K1 Monday June 1st, 2020","ZOOM CLASS K1 Monday June 1st, 2020",https://www.youtube.com/watch?v=T5exmDmii1o,2020-06-03 16:04:18.284303,https://www.youtube.com/watch?v=T5exmDmii1o
697,Grado,4to,3 de junio de 2020,Representación de fracciones impropias,Fracciones impropias,2020-06-03 17:57:43.536121,Fracciones impropias
698,Ingles,5to,Jun04,"Para los que tienen el Student''s resource book , realizar la actividad 1(escribir el nombre de los tipos de arte) y 2 de la página 29Activity 2: Watch the video '"art cars'" and complete the sentences (favor de enumerar los enunciados)1.- Yarrow Mazzetti makes ____________2.- His cars look like ___________vehicles3.-He uses tanks, ________carts, car _______and vans4.- He has made about _________cars5.-Each car costs around ____________dollars6.-He created an _____________or himself7. People love to ___________his cars on the streets.Tomar foto de la actividad y subirla a classroom por favor, si no pueden ver el video desde está plataforma, veanlo en classroom, gracias",https://drive.google.com/file/d/1KS9xEtXfO6iW_qVLAudnHoUjAU2RDYmU/view?usp=sharing,2020-06-03 20:03:50.627287,""
699,Ingles,2do,June04,"Ver video '"The land down under'"
En el cuaderno: copiar los siguientes enunciados y completarlos con la información del video.
Thursday, June 05th,2020
Watch the video and complete the sentences
1. School starts in _________and ends in _______________
2.- Summer holiday are in ___________ and  _____________
3.- Winter is in ______________________ and _____________
4. The rugby seasons starts in ______________. Rugby is the most popular sport in Australia.
De ser posible realizar un dibujo de Australia o algo que les haya interesado del video
Tomar foto de la actividad y subirla a classroom por favor. Tengan un buen fin de semana",https://drive.google.com/file/d/1KQIbQZelz_aVqGzxfyu_uzfVM6RUPvoM/view?usp=sharing,2020-06-03 21:47:24.048006,""
700,Musica,1ro,Clase 7,Tema: Octavo o corchea (figura musical),https://www.youtube.com/watch?v=lBq7BGqpS5o,2020-06-03 23:04:45.999326,https://www.youtube.com/watch?v=lBq7BGqpS5o
701,Musica,2do,Clase 7,Tema: Silencio de mitad o blanca,https://www.youtube.com/watch?v=PMCtkfYGHRw,2020-06-03 23:08:33.283089,https://www.youtube.com/watch?v=PMCtkfYGHRw
702,Musica,3ro,Clase 7,Tema: Lectura de notas,https://www.youtube.com/watch?v=UGCI2uYK2sw,2020-06-03 23:11:47.578889,https://www.youtube.com/watch?v=UGCI2uYK2sw
703,Musica,4to,Clase 7,Tema: Ars antiqua,https://www.youtube.com/watch?v=Q9PxSaGdczA,2020-06-03 23:14:34.484413,https://www.youtube.com/watch?v=Q9PxSaGdczA
704,Musica,5to,Clase 7,Tema: canciones adaptadas,https://www.youtube.com/watch?v=zpb9mBL6oTQ,2020-06-03 23:18:07.378749,https://www.youtube.com/watch?v=zpb9mBL6oTQ
705,Musica,6to,Clase 7,Tema: Se busca (melodía),https://www.youtube.com/watch?v=1vmQiRrk6Sc,2020-06-03 23:21:58.716121,https://www.youtube.com/watch?v=1vmQiRrk6Sc
706,Grado,2do,Actividades de clase en linea del 3 de junio Español,Papás aquí les dejo la información de lo que realizamos hoy en la clase de zoom,www.youtube.com/watch?v=VeFFHtdVEpY,2020-06-03 23:52:48.471301,https://documentcloud.adobe.com/link/track?uri=urn:aaid:scds:US:89b66b9b-09e1-414b-90d3-4b60afab5dd8
707,Grado,2do,Clase en linea jueves 4 de junio,"Les dejo el link para la clase del jueves a las 11 a.m.  

Tema: Sala de reuniones personales de Lesly Gochi

Unirse a la reunión Zoom
https://us04web.zoom.us/j/4718885464?pwd=R1BYK1o3L3JlTi9VS1VtZHoyYjNqQT09

ID de reunión: 471 888 5464
Contraseña: 0A3ZQg
","",2020-06-03 23:58:44.161355,""
708,Ingles,4to,June04,"Observa las imágenes y completa los enunciados (Zero conditional)
Thursday, June 04th, 2020
**Si no lo pueden imprimir, solo escribir los enunciados y sus respuestas, por favor. 
Tomar foto de la actividad terminada y subirla a classroom. Tengan un buen fin de semana","",2020-06-04 01:14:18.080306,https://drive.google.com/file/d/1eTEBBLPdbj3Iv2R22BsMw3Cm0DWit2kX/view?usp=sharing
709,Ingles,6to,June04 ,"Imprimir o escribir en el cuaderno. 
1.-Completar los enunciados con voz pasiva
2.- Ordenar los enunciados
Les he dejado ejemplos en cada ejercicio. Tomar foto de la actividad y subirla, por favor.  Tengan un buen fin de semana. ","",2020-06-04 01:50:40.999771,https://drive.google.com/file/d/1X87qaQUT4TTCFAJInVHyIkSL7eZYx0ma/view?usp=sharing
710,Grado,K1,Video clase KI 4 de junio,Letra Y como conector de palabras y enunciados y repaso general del 1 al 10,https://youtu.be/-95Zoqd2OVo ,2020-06-04 08:10:10.786152,https://youtu.be/-95Zoqd2OVo 
711,Grado,K1,Apoyo pedagógico KI 4 de junio,apoyo pedagógico del día de hoy 4 de junio,https://youtu.be/oaXIy-_75fw ,2020-06-04 08:11:34.815019,https://youtu.be/oaXIy-_75fw 
712,Ingles,K2,"Thursday June 4th, 2020","Acciones, canción de los colores y objetos, mi día (rutinas diarias).",https://www.youtube.com/watch?v=pRPYK9GmB14,2020-06-04 10:48:31.984619,https://www.youtube.com/watch?v=pRPYK9GmB14
713,Grado,K1,"Thursday June 4th, 2020","Preposiciones: dentro, sobre/encima, debajo, tiburón, canción de los colores y objetos.",https://www.youtube.com/watch?v=lR9NfiFGoeo,2020-06-04 12:30:45.309349,https://www.youtube.com/watch?v=lR9NfiFGoeo
714,Musica,K1,Clase 4,Tema: Chu chu chu,https://www.youtube.com/watch?v=uqpQ_P0fDwA,2020-06-04 15:40:17.344949,https://www.youtube.com/watch?v=uqpQ_P0fDwA
715,Musica,K2,Clase 4,Tema: La raspa,https://www.youtube.com/watch?v=zxEJqrEUCkA,2020-06-04 15:42:29.414696,https://www.youtube.com/watch?v=zxEJqrEUCkA
716,Musica,K3,Clase 4,Tema: Campanita de oro,https://www.youtube.com/watch?v=9wixBlNuo6U,2020-06-04 15:45:50.786814,https://www.youtube.com/watch?v=9wixBlNuo6U
717,Grado,K1,Apoyo pedagógico KI 5 de junio,apoyo pedagógico,https://youtu.be/Jr2po6A65Zw ,2020-06-05 15:35:30.667176,https://youtu.be/Jr2po6A65Zw 
718,Grado,6to,Problemas ,"Contesta con otro color de tinta y sube a edmodo 
",https://drive.google.com/file/d/1csaW4CUlgiLiQEF3SiPh3yYpY8O0wtkb/view?usp=drivesdk,2020-06-06 21:09:19.730768,https://drive.google.com/file/d/1csaW4CUlgiLiQEF3SiPh3yYpY8O0wtkb/view?usp=drivesdk
719,Ingles,1ro,Project (Exposition) 20% Calificación.,"Grabar un video describiendo la ropa que están usando (en el video)
Estructura sugerida: 
My name is ______, 
I’m wearing a black blouse.
I''m wearing blue pants and red shoes.  
Subirlo a classroom o en su defecto enviarlo vía WhatsApp por favor =D","",2020-06-06 22:08:07.881836,""
720,Ingles,2do,Project (Exposition) 20% Calificación.,"Grabar un video describiendo la ropa que están usando (en el video)
Estructura sugerida: 
My name is ______, 
Today is cloudy, 
I''m thirsty.
I’m wearing a black blouse.
I''m wearing blue pants and red shoes.  
Subirlo a classroom o en su defecto enviarlo vía WhatsApp por favor =D
**Se recibe hasta laas 6pm del día miércoles, porque hay que entregar calificaciones, gracias","",2020-06-06 22:11:11.183317,""
721,Ingles,3ro,Project (Exposition) 20% Calificación.,"Grabar un video, describiendo una foto vieja (o una imagen) de una ciudad o paisaje, describir usando There was-There were- There wasn’t – There weren’t (minimo 4 enunciados) y de preferencia el vocabulario visto de la unidad.
 Si lo hacen con diapositivas se tiene que escuchar la voz del alumno. 
Subirlo a classroom o en su defecto enviarlo vía WhatsApp por favor =D
**Se recibe hasta laas 6pm del día miércoles, porque hay que entregar calificaciones, gracias","",2020-06-06 22:45:47.018882,""
811,Grado,5to,Solicitud  de  evidencias  ,Se solicita  enviar  evidencia de actividades escolares   del  mes  de   mayo-junio al  correo electrónico mjaffany@gmail.com,"",2020-06-11 08:54:45.537552,""
725,Ingles,4to,AVISO,"Hola, les recuerdo que el martes 9 de junio es último día que recibo tareas atrasadas (hasta las 11pm) porque tengo que entregar evaluaciones el 10 de junio. LA CLASE EN LÍNEA PASA PARA EL MIÉRCOLES A LA 1PM GRACIAS =D","",2020-06-07 14:14:13.127664,""
726,Ingles,5to,AVISO ,"Hola, les recuerdo que el martes 9 de junio es último día que recibo tareas atrasadas (hasta las 11pm) porque tengo que entregar evaluaciones el 10 de junio. GRACIAS =D","",2020-06-07 14:14:39.482714,""
727,Ingles,6to,AVISO ,"Hola, les recuerdo que el martes 9 de junio es último día que recibo tareas atrasadas (hasta las 11pm) porque tengo que entregar evaluaciones el 10 de junio. GRACIAS =D","",2020-06-07 14:14:57.878559,""
728,Ingles,4to,Project (Exposition) 20% Calificación.,"Grabar un video sobre como creen que será la vida en el futuro, usando WILL.
Examples: People will live on the moon, People won’t travel to another galaxy 
Minimo 6 enunciados (3 con will y 3 con won´t)
Con o sin diapositivas, pero se debe de escuchar la voz del alumno (pronunciación)
Subirlo a classroom, en caso de no poder subirlo, enviar vía WhatsApp por favor =D
Se recibe el miércoles hasta las 6pm porque se van a entregar calificaciones ese mismo día, gracias","",2020-06-07 16:24:52.342743,""
729,Ingles,5to,Project (Exposition) 20% Calificación.,"Grabar un video describiendo su comunidad, usando There is too much- too many, enough, there isn’t too much… más el vocabulario visto, pollution, graffiti, garbage etc, mínimo 6 enunciados.
Examples: There is enough clean air - There aren´t too much cars.
Pueden grabarse así mismos, grabar desde la ventana, mostrando que hay, o si lo hacen con diapositivas se tiene que escuchar la voz del alumno también. 
Subirlo a classroom, en caso de no poder subirlo, enviar vía WhatsApp por favor =D
Se recibe el miércoles hasta las 6pm porque se van a entregar calificaciones ese mismo día, gracias","",2020-06-07 16:25:45.201730,""
730,Grado,4to,8 de junio de 2020,calcular el área de un pentágono y hexágono,área del pentágono y del hexágono,2020-06-07 16:29:18.071324,área del pentágono y del hexágono
731,Ingles,6to,Project (Exposition) 20% Calificación.,"Grabar un video describiendo México, usando There is too much- too many, enough, there isn’t too much… más el vocabulario visto, trash, landfill, rainforest, hurricanes, etc, mínimo 6 enunciados. 
Examples: There is too much droughts. There are enough islands. 
Pueden grabarse así mismos, grabar desde la ventana (mostrando que hay) o hacer con diapositivas, se tiene que escuchar la voz del alumno.
Subirlo a classroom, en caso de no poder subirlo, enviar vía WhatsApp por favor =D
Se recibe el miércoles hasta las 6pm porque se van a entregar calificaciones ese mismo día, gracias","",2020-06-07 16:43:38.725023,""
732,Grado,6to,Actividades del 8- 12 de junio,"Las actividades solo se reciben el mismo día es su pase de lista 
",https://drive.google.com/file/d/1dcD20Gva-1OPKt1KE2sRtlbVqmW1miXX/view?usp=drivesdk,2020-06-07 20:14:09.228877,https://drive.google.com/file/d/1dcD20Gva-1OPKt1KE2sRtlbVqmW1miXX/view?usp=drivesdk
733,Grado,6to,"","","",2020-06-07 20:14:16.017845,""
734,Grado,6to,Adverbios y conjunciones ,Es la clase del día lunes y miércoles ,https://1drv.ms/u/s!AubHdQnQ0ZtphSq0mHQYovColAMV,2020-06-07 21:09:32.903895,https://1drv.ms/u/s!AubHdQnQ0ZtphSq0mHQYovColAMV
735,Grado,6to,Equivalencias y simplificaciones ,En este video observarás como convertir de fraccion a decimal y biseversa,https://drive.google.com/file/d/1ddGpQZpOF54qNP1sYEzqQNo12k2irsNb/view?usp=drivesdk,2020-06-07 21:12:08.300250,https://drive.google.com/file/d/1ddGpQZpOF54qNP1sYEzqQNo12k2irsNb/view?usp=drivesdk
831,Artes,5to,Ejercicio # 9 Flores de cartón de huevo ,Se invita a la clase de ZOOM para la elaboración del ejercicio. viernes 12 de junio de 2020Horario: 12:00 a 13:00Unirse a la reunión Zoom:https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09ID de reunión: 991 716 1591Contraseña: 6N9CB2•Materiales	Pedazo de cartón de 15x20 (puede ser una caja de zapatos)•	Plumón negro •	1 cartón de huevo•	Papel periódico•	tijeras•	Pegamento líquido. •	Pintura politec cualquier color•	1 pincel,"",2020-06-14 22:58:16.646541,""
737,Grado,K3,VÍDEO CLASE 8 DE JUNIO K3,"",https://drive.google.com/file/d/1PQlD1vW7qST_EvwbSKEsZhdzN0SmDQ9I/view?usp=sharing,2020-06-07 21:44:04.819971,""
738,Artes,4to,Ejercicio # 7 Puntillismo,Buenos días papitos.  Dejo el enlace en donde vienen las indicaciones de como se realizó el ejercicio en la clase que se tuvo vía ZOOM el viernes 5 de junio para los que no pudieron asistir ,"",2020-06-07 22:40:08.628544,""
739,Artes,3ro,Ejercicio # 7 Puntillismo ,Buenos días papitos. Dejo el enlace en donde vienen las indicaciones de como se realizó el ejercicio en la clase que se tuvo vía ZOOM el viernes 5 de junio para los que no pudieron asistir,"",2020-06-07 22:44:49.012080,""
740,Grado,1ro,8/06/2020 Libro santillana español,"

Resolver  páginas 224 a la 228 libro Santillana español ","",2020-06-07 22:44:52.938798,""
741,Artes,3ro,Ejercicio # 7 Puntillismo ,Buenos días papitos. Dejo el enlace en donde vienen las indicaciones de como se realizó el ejercicio en la clase que se tuvo vía ZOOM el viernes 5 de junio para los que no pudieron asistir,"",2020-06-07 22:45:17.160386,""
742,Grado,K2,actividades del 8 al 12 de junio,El día lunes no hay vídeo hasta el miércoles,https://drive.google.com/file/d/1rWOXVCVKVWwl95rV0ahmr8OlaJcqz30D/view?usp=sharing,2020-06-07 23:19:40.674380,https://drive.google.com/file/d/1rWOXVCVKVWwl95rV0ahmr8OlaJcqz30D/view?usp=sharing
744,Grado,K1,vídeo clase KI 8 de junio,Números ordinales y cuentos con la letra Y y,https://youtu.be/mNMbpj5fSkI,2020-06-08 08:53:58.964071,https://youtu.be/mNMbpj5fSkI
745,Grado,K1,vídeo clase KI 8 de junio 2,Explicación de los números ordinales,https://youtu.be/_UdXyNNPG44,2020-06-08 08:58:07.634290,https://youtu.be/_UdXyNNPG44
746,Grado,K1,apoyo pedagógico KI 8 de junio,Actividad del día,https://youtu.be/ofgrCEZuNDQ,2020-06-08 09:01:47.264184,https://youtu.be/ofgrCEZuNDQ
747,Grado,5to,ACTIVIDADES ESCOLARES  DEL  7 AL  10 DE JUNIO,"",https://drive.google.com/file/d/1EXvZ50c0mOjvW96sqA5taJ78ifAriM3b/view?usp=sharing,2020-06-08 09:37:30.256336,""
748,Grado,5to,LEC- Ilustre   Peruano,Lectura   de comprensión,https://drive.google.com/file/d/12-65VGOpRrOERWlh0XBpI5mcxCmxmYO4/view?usp=sharing,2020-06-08 09:44:49.035272,https://drive.google.com/file/d/12-65VGOpRrOERWlh0XBpI5mcxCmxmYO4/view?usp=sharing
749,Grado,5to,LEC- Ilustre   Peruano,Lectura   de comprensión,https://drive.google.com/file/d/12-65VGOpRrOERWlh0XBpI5mcxCmxmYO4/view?usp=sharing,2020-06-08 09:46:11.903713,https://drive.google.com/file/d/12-65VGOpRrOERWlh0XBpI5mcxCmxmYO4/view?usp=sharing
750,Grado,4to,8 de junio de 2020,"obtener el área de polígonos, tales como el pentágono y el hexagóno",área del pentágono y del hexágono,2020-06-08 14:21:23.814266,área del pentágono y del hexágono
751,Grado,3ro,PLAN DE TRABAJO 1-5 JUNIO ,"",https://drive.google.com/file/d/1EGzdv0cqISbUycwkPMkKxaRbfZ1ekHaT/view?usp=sharing,2020-06-08 14:43:39.624334,https://drive.google.com/file/d/1EGzdv0cqISbUycwkPMkKxaRbfZ1ekHaT/view?usp=sharing
743,Grado,2do,Actividades del lunes 8 de junio (Matemáticas),"Buenos días papás aquí les dejo las actividades que trabajaremos hoy en Matemáticas, recuerden que hoy no tendremos clase en linea y envíen las evidencias a Classroom ",https://youtu.be/ecSMePh4Mzw,2020-06-08 08:44:55.623783,https://documentcloud.adobe.com/link/track?uri=urn:aaid:scds:US:dca6506c-d9c1-4767-a43b-46c33dd63f7b
752,Artes,K1,Ejercicio #8 Uvas,"Buen día envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=C5-jxaQZm_k,2020-06-08 17:47:57.078564,https://www.youtube.com/watch?v=C5-jxaQZm_k
753,Artes,K2,Ejercicio # 8 Sellos,"Buen día envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=YxZfvuQn9-E&t=1s,2020-06-08 17:50:45.174488,https://www.youtube.com/watch?v=YxZfvuQn9-E&t=1s
755,Ingles,1ro,Junio09 ,"En una hoja suelta realiza un mind map (mapa mental) de los animales de la granja (farm)
Tuesday, June 09th, 2020
Make a mind map about farm animals. 
Tomar foto de la actividad realizada, subirla a classroom e incorporarla al folder de evidencias","",2020-06-08 18:17:16.345342,""
756,Artes,K2,Ejercicio # 8 Sellos,"Buen día envio el link en donde viene cómo realizar el ejercicio de la semana. Al finalizar cada trabajo le pondrán nombre y fecha y lo guardaran en su carpeta. A si mismo le tomaran una foto y me la enviarán por este medio.

Es importante que guarden sus trabajos ya que al final se les pedirá su diario creativo y contará como el 60% de su calificación final.
Quedo a sus órdenes",https://www.youtube.com/watch?v=YxZfvuQn9-E&t=1s,2020-06-08 18:27:43.399079,https://www.youtube.com/watch?v=YxZfvuQn9-E&t=1s
833,Grado,K3,ACTIVIDADES SEMANA DEL 15 AL 19 DE JUNIO,"",https://drive.google.com/file/d/1PA2uGL_wgkgn2pVz0HPhXyWzyWLU7fwt/view?usp=sharing,2020-06-15 02:21:23.167882,https://drive.google.com/file/d/1MM-ojyX39thTSF_iLg9BvjkDbmyDaX1J/view?usp=sharing
758,Ingles,2do,June09,"Ilustra y repite 5 veces las siguientes palabras:
Park - parque
Grocery Store- Tienda de abarrotes
Hospital - Restaurant 
Bank- Banco (Monetario)
Fire station (Estación de bomberos)
Police Station (Estación de policia)
Pet Store (Tienda de mascotas)
Book store (librería )
Gas Station
Tomar foto de la actividad y subirla a classroom por favor =D ",https://www.youtube.com/watch?v=dCIwO1flbAg,2020-06-08 18:43:10.690117,""
760,Artes,2do,Ejercicio #8 Técnica de ensamblaje y pintura DESIERTO clase ZOOM,"Fecha: viernes 12 de junio de 2020 
Horario: 10:00 a 10:40 por ZOOM
Unirse a la reunión Zoom
https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09
ID de reunión: 991 716 1591
Contraseña: 6N9CB2
MATERIALES:
•	Cuaderno de marquilla u hoja blanca
•	Papel periódico
•	tijeras
•	pintura digital negra, amarilla y roja o de los colores que tengamos en casa
•	Esponja
•	Franela o trapito viejo
•	bata 
•	cepillo de dientes viejito.
•	Una tapa de crema
ES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL.
Quedo a sus órdenes","",2020-06-08 18:51:42.872406,""
761,Artes,3ro,Ejercicio # 8 Cuadro de plastilina. Clase ZOOM,"CLASE ZOOM Viernes 12 de junio de 2020
Horario: 11:00 a 11:40 por ZOOM
Unirse a la reunión Zoom
https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09
ID de reunión: 991 716 1591
Contraseña: 6N9CB2
MATERIALES:
- un cartón de 10 x 15 cm.
- 1 caja de plastilina de colores (si tienen en casa plastilinas con eso se puede trabajar no importa que color tengan)
- Palillos
pegamento

ES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL.
Quedo a sus órdenes","",2020-06-08 19:06:41.188954,""
762,Artes,4to,Ejercicio # 8 PAVORREAL  Clase por ZOOM ,"CLASE ZOOM Fecha: Viernes 12 de junio de 2020 
Horario: 12:00 a 12:40 
Unirse a la reunión Zoom
https://us04web.zoom.us/j/9917161591?pwd=NEZwVHFUQStRNkNGTG1memlNYzhjZz09
ID de reunión: 991 716 1591
Contraseña: 6N9CB2
MATERIALES:
•	Cuaderno de marquilla u hoja blanca
•	Lápiz
•	pintura digital verde
•	pintura digital azul
•	pintura digital amarilla 
•	cepillo de dientes viejito
•	franela o trapito viejo
•	bata 
ES IMPORTANTE QUE ASISTAN YA QUE LA ASISTENCIA CONTARA CON UN PORCENTAJE PARA LA CALIFICACIÓN FINAL.
Quedo a sus órdenes","",2020-06-08 19:12:14.195591,""
871,Grado,5to,"MAT- '"N'" DE   CADA   100",Resolución de  problemas  de  proporcionalidad,https://youtu.be/GRoSpfRbOcM,2020-06-16 09:29:39.893939,https://youtu.be/GRoSpfRbOcM
803,Musica,6to,Clase 8,Tema: dinámicas musicales,https://www.youtube.com/watch?v=JEdPctviQfs&t=16s,2020-06-10 19:41:34.270770,https://drive.google.com/file/d/1WO3oCnc0z4dcTRw45Mpv_NCipVYFJRRS/view?usp=sharing
816,Musica,K2,Clase 5,Tema: cinco changuitos,https://www.youtube.com/watch?v=eeAuNoS8stE,2020-06-11 16:30:14.944798,https://www.youtube.com/watch?v=eeAuNoS8stE
806,Ingles,5to,June11th,"En el cuaderno realizar el cuadro de la pág 77 del Student''s book '"Copia el cuadro en el cuaderno y clasifica las ideas, en ventajas y desventajas'"
Es decir que van a escribir cada idea en el lugar que creean les corresponde:
Ex. Advantage  live in the country:  clean air
      Disvantage live in the country: few things to do
Gracias","",2020-06-11 00:26:27.929799,""
812,Ingles,K2,"Thursday June 11th, 2020 k2","Acciones, canción de los verbos, Yo tengo una mascota canción.",https://www.youtube.com/watch?v=CDVhE4J90Us,2020-06-11 10:49:16.450702,https://www.youtube.com/watch?v=CDVhE4J90Us
778,Ingles,3ro,Video clase 5-June11th,11 jun 2020 12:00 PMID de reunión: 723 4472 9319Contraseña: 4JEECGAquí mismo les dejo la grabación,https://us04web.zoom.us/j/72344729319?pwd=cTk1MzNxQ3dOOUJjVm91ZFJGWHJkUT09,2020-06-08 21:51:48.660292,https://youtu.be/TGhNiTlb4ro
754,Ingles,1ro,Video Clase 5-June11,11 jun 2020 01:00 PM Ciudad de MéxicoID de reunión: 740 9241 7944Contraseña: 8GJv0hAquí mismo les dejo la grabación de la sesión ,https://us04web.zoom.us/j/74092417944?pwd=NFpGN25IOFVYQjJNY2tkWDdhUWVGZz09,2020-06-08 18:04:31.383086,https://youtu.be/KOgXmL7dkiQ
881,Grado,3ro,SEMANA DEL 17 AL 21 AGOSTO,"",https://drive.google.com/file/d/1zmriWIeL3q5XKpUoUXwIJVowWSYwQmfL/view?usp=sharing,2020-08-04 13:10:03.974964,https://drive.google.com/file/d/1zmriWIeL3q5XKpUoUXwIJVowWSYwQmfL/view?usp=sharing
